old_path,new_path
/fr/blog/dupliquez-rapidement-vos-plans-de-maintenance-gmao,/blog/dupliquez-rapidement-vos-plans-de-maintenance-dans-la-gmao
/fr/blog/ecologie-industrielle-gmao,/blog/blog-ecologie-industrielle-gmao
/fr/blog/erp-et-gmao-gerer-les-stocks-de-pieces-detachees-grace-aux-api,/blog/erp-et-gmao-gerer-les-stocks-de-pieces-detachees-grace-aux-api
/fr/blog/experience-utilisateur-3-mobility-work-chez-spie,/blog/experience-utilisateur-3-mobility-work-chez-spie
/fr/blog/experience-utilisateur-setforge-gmao,/blog/experience-utilisateur-setforge-gmao
/fr/blog/fabricants-rejoignez-plateforme,/blog/fabricants-rejoignez-plateforme
/fr/blog/facility-management-ameliorer-securite-usine,/blog/facility-management-ameliorez-la-securite-de-votre-usine
/fr/blog/facility-management-definition-tendances,/blog/facility-management-definition-et-tendances
/fr/blog/fanuc-france-fournisseur-gmao,/blog/fanuc-france-fournisseur-gmao
/fr/blog/femmes-maintenance-industrielle,/blog/les-femmes-et-la-maintenance-industrielle
/fr/blog/financer-transition-numerique,/blog/financer-transition-numerique
/fr/blog/fmgc-securite-et-tracabilite-des-machines-gmao,/blog/fmgc-surete-et-tracabilite-des-machines-grace-a-la-gmao
/fr/blog/fonctionnalite-api-publique-gmao,/blog/fonctionnalite-api-publique-gmao
/fr/blog/formation-gmao-nouvelle-generation,/blog/formation-gmao-nouvelle-generation
/fr/blog/formules-electriques-base-fondamentaux-amelioration-vos-routines,/blog/formules-electriques-base-fondamentaux-amelioration-vos-routines
/fr/blog/french-tech-las-vegas-ces-2016,/blog/french-tech-las-vegas-ces-2016
/fr/blog/gerer-equipes-gmao,/blog/gerer-equipes-gmao
/fr/blog/gerez-vos-documents-rapidement-facilement-une-gmao-mobile,/blog/gerez-vos-documents-rapidement-et-facilement-avec-une-gmao-mobile
/fr/blog/gerez-vos-plans-maintenance,/blog/gerez-vos-plans-maintenance
/fr/blog/gmao-1-million-dheures-dintervention,/blog/gmao-1-million-dheures-dintervention
/fr/blog/gmao-analytique-planificateur,/blog/gmao-analytique-planificateur
/fr/blog/gmao-bericap-iso-9001-2015,/blog/gmao-bericap-iso-9001-2015
/fr/blog/gmao-certification-iso-27001,/blog/gmao-certification-iso-27001
/fr/blog/gmao-checklist-taux-horaire,/blog/gmao-checklist-taux-horaire
/fr/blog/gmao-checklists-plans-maintenance,/blog/gmao-checklists-plans-maintenance
/fr/blog/gmao-checklists-securite-taches,/blog/gmao-checklists-securite-taches
/fr/blog/gmao-comment-choisir-logiciel,/blog/gmao-comment-choisir-logiciel
/fr/blog/gmao-definition-fonctionnement,/blog/gmao-definition-et-fonctionnement
/fr/blog/gmao-enjeux-entreprise,/blog/gmao-enjeux-entreprise
/fr/blog/gmao-erp-danone-temoignage,/blog/gmao-erp-danone-temoignage
/fr/blog/gmao-fournisseurs-industriels,/blog/gmao-fournisseurs-industriels
/fr/blog/gmao-gerez-maintenance-depuis-mobile,/blog/gmao-gerez-maintenance-depuis-mobile
/fr/blog/gmao-industrie-agro-alimentaire,/blog/gmao-industrie-agro-alimentaire
/fr/blog/gmao-industrie-pharmaceutique,/blog/gmao-industrie-pharmaceutique
/fr/blog/gmao-maintenance-cosmetique,/blog/gmao-maintenance-cosmetique
/fr/blog/gmao-maintenance-mecanique,/blog/gmao-maintenance-cosmetique
/fr/blog/gmao-maitriser-confidentialite-vos-donnees,/blog/gmao-maitriser-confidentialite-vos-donnees
/fr/blog/gmao-mobile-deploiement-quotidien,/blog/gmao-mobile-deploiement-quotidien
/fr/blog/gmao-mobile-mise-a-jour-2021,/blog/gmao-mobile-mise-a-jour-2021
/fr/blog/gmao-mobile-nouvelle-generation,/blog/gmao-mobile-nouvelle-generation
/fr/blog/gmao-mobile-optimisation,/blog/gmao-mobile-optimisation
/fr/blog/gmao-mobility-work-nouveau-tableau-bord,/blog/gmao-mobility-work-nouveau-tableau-bord
/fr/blog/gmao-norme-21-cfr-part-11,/blog/gmao-norme-21-cfr-part-11
/fr/blog/gmao-packaging-maintenance,/blog/gmao-packaging-maintenance
/fr/blog/gmao-pay-back-roi-benefices,/blog/gmao-pay-back-roi-et-benefices
/fr/blog/gmao-quels-enjeux-pour-votre-service-maintenance,/blog/gmao-quels-enjeux-pour-votre-service-maintenance
/fr/blog/gmao-refonte-plans-de-maintenance,/blog/gmao-refonte-plans-de-maintenance
/fr/blog/hannover-messe-2019-mobility-work,/blog/hannover-messe-2019-mobility-work
/fr/blog/harmonisation-des-labels-analysez-les-performances-a-toutes-les-echelles-de-lentreprise,/blog/harmonisation-des-labels-analysez-les-performances-a-toutes-les-echelles-de-lentreprise
/fr/blog/industrie-40-gmao-maintenance-demain,/blog/industrie-4-0-et-gmao-la-maintenance-de-demain
/fr/blog/industrie-cloud-computing-edge,/blog/blog-industrie-cloud-computing-edge
/fr/blog/interview-digitalisation-entreprises,/blog/interview-digitalisation-entreprises
/fr/blog/interview-gmao-apei-dieppe,/blog/interview-gmao-apei-dieppe
/fr/blog/interview-gmao-forge-fonderie,/blog/interview-gmao-forge-fonderie
/fr/blog/interview-parcours-methodes-maintenance,/blog/interview-parcours-methodes-maintenance
/fr/blog/interview-vallourec-gmao,/blog/interview-vallourec-gmao
/fr/blog/iot-gmao-anticiper-pannes,/blog/iot-gmao-anticiper-pannes
/fr/blog/iot-maintenance-industrielle,/blog/methode-maintenance-industrielle
/fr/blog/iot-maintenance-predictive,/blog/iot-maintenance-predictive
/fr/blog/journee-travail-calendrier,/blog/journee-travail-calendrier
/fr/blog/logiciel-de-gmao-5-criteres-pour-le-choisir,/blog/logiciel-de-gmao-5-criteres-pour-le-choisir
/fr/blog/logiciel-gmao-gratuit,/blog/logiciel-gmao-gratuit
/fr/blog/lusine-danone-le-molay-littry-adopte-la-gmao-mobility-work-pour-assurer-la-conformite-aux-normes-alimentaires-et-la-fiabilite-de-ses-machines,/blog/lusine-danone-le-molay-adopte-la-gmao-mobility-work-pour-assurer-la-conformite-aux-normes-alimentaires-et-la-fiabilite-de-ses-machines
/fr/blog/maintenance-4-0-ameliorer-process-fabrication,/blog/maintenance-4-0-ameliorer-ses-process-de-fabrication
/fr/blog/maintenance-collaborative-gmao,/blog/maintenance-collaborative-gmao
/fr/blog/maintenance-industrie-agroalimentaire-gmao,/blog/maintenance-industrie-agroalimentaire-et-gmao
/fr/blog/maintenance-industrielle,/blog/methode-maintenance-industrielle
/fr/blog/maintenance-industrielle-gmao-mobility-work-souvre-aux-pme,/blog/maintenance-industrielle-gmao-mobility-work-souvre-aux-pme
/fr/blog/maintenance-predictive-couteuse-mais-efficace,/blog/maintenance-predictive-couteuse-mais-efficace
/fr/blog/maintenance-predictive-effet-mode-ou-plus-value,/blog/maintenance-predictive-effet-de-mode-ou-reelle-plus-value
/fr/blog/maintenance-predictive-gmao-comment-obtenir-meilleurs-resultats,/blog/maintenance-predictive-gmao-comment-obtenir-meilleurs-resultats
/fr/blog/maintenance-predictive-solution-usure-machines,/blog/maintenance-predictive-la-solution-a-lusure-des-machines
/fr/blog/maintenance-predictive-vs-maintenance-preventive-strategie-entreprise,/blog/maintenance-predictive-vs-maintenance-preventive-strategie-entreprise
/fr/blog/maintenance-prendre-bonne-decision,/blog/maintenance-prendre-bonne-decision
/fr/blog/maintenance-preventive,/blog/maintenance-preventive
/fr/blog/maintenance-preventive-5-bonnes-pratiques-connaitre-absolument,/blog/maintenance-preventive-5-bonnes-pratiques-a-connaitre-absolument
/fr/blog/maintenance-preventive-gmao,/blog/maintenance-preventive-gmao
/fr/blog/maintenance-preventive-systematique-definition-objectifs,/blog/maintenance-preventive-systematique-definition-objectifs
/fr/blog/maintenance-previsionnelle-8-outils-a-connaitre,/blog/maintenance-previsionnelle-8-outils-a-connaitre
/fr/blog/maintenance-previsionnelle-iot,/blog/maintenance-previsionnelle-iot
/fr/blog/maintenance-previsionnelle-maintenance-predictive,/blog/maintenance-previsionnelle-maintenance-predictive
/fr/blog/maintenance-previsionnelle-passe,/blog/maintenance-previsionnelle-iot
/fr/blog/manutan-plateforme-hub,/blog/manutan-plateforme-hub
/fr/blog/methode-maintenance-industrielle,/blog/methode-maintenance-industrielle
/fr/blog/midest-2016-bilan-gmao,/blog/midest-2016-bilan-gmao
/fr/blog/mobility-work-annonce-sa-levee-de-fonds-avec-saint-gobain,/blog/mobility-work-annonce-sa-levee-de-fonds-avec-saint-gobain
/fr/blog/mobility-work-chez-setforge-estamfor,/blog/mobility-work-chez-setforge-estamfor
/fr/blog/mobility-work-chez-setforge-hot-formers,/blog/mobility-work-chez-setforge-hot-formers
/fr/blog/mobility-work-chez-setforge-lhorme,/blog/mobility-work-chez-setforge-lhorme
/fr/blog/mobility-work-culture-changement,/blog/mobility-work-culture-changement
/fr/blog/mobility-work-deeptech4good-stuttgart,/blog/mobility-work-deeptech4good-stuttgart
/fr/blog/mobility-work-elu-startup-du-mois,/blog/mobility-work-elu-startup-du-mois
/fr/blog/mobility-work-fete-noel-concours,/blog/mobility-work-fete-noel-concours
/fr/blog/mobility-work-french-tech-tour-china-2018,/blog/mobility-work-french-tech-tour-china-2018
/fr/blog/mobility-work-gmao-peugeot-japy-technologies,/blog/mobility-work-gmao-peugeot-japy-technologies
/fr/blog/mobility-work-midest-2016-paris,/blog/mobility-work-midest-2016-paris
/fr/blog/mobility-work-presente-aux-industriels-ligeriens,/blog/mobility-work-presente-aux-industriels-ligeriens
/fr/blog/mobility-work-se-prepare-ces-2019,/blog/mobility-work-se-prepare-ces-2019
/fr/blog/mobility-work-tech-in-fab,/blog/mobility-work-tech-in-fab
/fr/blog/mobility-work-web-summit-2016,/blog/mobility-work-web-summit-2016
/fr/blog/mon-service-maintenance-sans-gmao,/blog/mon-service-maintenance-sans-gmao
/fr/blog/nouveautes-gmao-amelioration-continue,/blog/nouveautes-gmao-amelioration-continue
/fr/blog/nouveautes-gmao-analytique,/blog/nouveautes-gmao-analytique
/fr/blog/nouveautes-gmao-api-communaute,/blog/nouveautes-gmao-api-communaute
/fr/blog/nouveautes-gmao-appli-ergonomique,/blog/nouveautes-gmao-appli-ergonomique
/fr/blog/nouveautes-gmao-appli-mobile,/blog/nouveautes-gmao-appli-mobile
/fr/blog/nouveautes-gmao-chat-stocks,/blog/nouveautes-gmao-chat-stocks
/fr/blog/nouveautes-gmao-checklists,/blog/nouveautes-gmao-checklists
/fr/blog/nouveautes-gmao-design-analytique,/blog/nouveautes-gmao-design-analytique
/fr/blog/nouveautes-gmao-efficacite,/blog/nouveautes-gmao-efficacite
/fr/blog/nouveautes-gmao-gestion-operation,/blog/nouveautes-gmao-gestion-operation
